Branch Code,Branch Name,IFSC Code,Address,State
Br Code,Br. Name,IFSC Code,Branch Addres,State
1224,Gopinath Bazaar,YESB0001224,1/51 Gopinath Bazaar Delhi Cantt New Delhi 110010,Delhi
1225,New Panvel,YESB0001225,"Ground Floor, Unit No 1,Landmark CHS Ltd,Plot No 19, Sector 19, New Panvel, Dist Raigad, Maharashtra-410206",Maharashtra
1226,South Bopal,YESB0001226,"Unit no 2 and 3, Gala Mart, Near Gala Swing, South Bopal Ahmedabad Gujarat Pin code 380058",Gujarat
1227,Sama Savli,YESB0001227,"GF-46, Earth Eon, Opp Urmi School, Sama Savli Road, Vadodara– 390002",Gujarat
1228,Malda,YESB0001228,"Ground Floor, 2/2A, Gour Road, Near Bimal Das Statue, Mokdumpur, Malda - 732103",West Bengal
1229,Laskhar - Gwalior,YESB0001229,"Yes Bank Ltd,Unit No. G-01 to G-04, Ground Floor, Filmistan Plaza, Nai Sadak, Lashkar, Gwalior, Madhya Pradesh - 474 001",Madhya Pradesh
1230,I C Colony Borivali,YESB0001230,"Shop nos. 2-6, Ground floor, Audumber Chhaya, Plot No. A2, I C Colony, Borivali (west), Mumbai, 400103",Maharashtra
1231,Ambala City,YESB0001231,"Ground Floor, Maharshi Tower, Plot No. 3&4, Aggarsain Chowk, Ambala, Haryana-134003",Haryana
1232,Raebareli,YESB0001232,"Ground Floor, Gata No. 107/1 and House No. 499 to 499/1, Ward No. 24, Kacheri Road, Raebareli-229001 Uttar Pradesh",Uttar Pradesh
1233,Malviya Nagar,YESB0001233,"Ground floor, Plot Nos A-659- A, Malviya Nagar Residential Scheme, Jaipur, Rajasthan – 302 017",Rajasthan
1234,Palakollu,YESB0001234,"Ground Floor, 1-103, P P Road, Poolapalli, Palakollu, WG District, AP-524260",Andhra Pradesh
1235,Jagtial,YESB0001235,"H.No 1-5-209/4, opp Matha Shishu Kendram, Karimnagar road, Jagtial 505 327",Telangana
1236,Kohima,YESB0001236,"First Floor, North Block Kezieke, Below North P.S, Kohima 797001",Nagaland
1237,Dadar East,YESB0001237,"Shop no. 5, 6, 6A, 9, 9A and 10, Ground Floor, building “A”, “Jeshtaram Baug”, Dr. Babasaheb Ambedkar Marg, Khodadad Circle, Dadar T.T. (East), Mumbai, Maharashtra – 400014",Maharashtra
1238,Wanawadi,YESB0001238,"Lower & Upper GF, Plot No.W-1/1, Excel Bay, Krantiveer Tatya Tope Hsg Ltd No.1, Fatima Nagar, Wanawadi, Pune-411040",Maharashtra
1239,Thane Panchpakhdi,YESB0001239,"Ground Floor Shop No 5,6,&7 Abhiman-II Building  Teen Haath Naka, Naupada, Near Panchapakadi, Thane West , Dist Thane State Maharashtra 400602",Maharashtra
1240,Ip Extension,YESB0001240,"Ground Floor & First Floor , Singla Archade, Local Shopping complex, Patpadganj, New Delhi 110092 ( Landmark : Pankaj Plaza 1)",Delhi
1241,Sec 15 Rohini,YESB0001241,"Ground Floor, Plot No-8, Pocket-8B, Hotel AP holiday Inn, Sector 15, Rohini, Delhi - 110089",Delhi
1242,"Focal Point, Ludhiana",YESB0001242,"Part of Ground Floor, B-30, 1854/ 4, Plot No. 23-B, Focal Point, Ludhiana – Punjab – 141010",Punjab
1243,Jaunpur,YESB0001243,"GF, Property Number-398/1, Wazidpur Tiraha, Jaunpur, Uttar Pradesh-222002",Uttar Pradesh
1244,Sonbhadra,YESB0001244,"Ground Floor, RPTD Complex, House no.148, Ward no.07, Bypass road, Kamhari, Robertsganj, Sonbhadra, Uttar Pradesh-231216.",Uttar Pradesh
1245,Bellandur,YESB0001245,"Part Ground Floor, Sy No. 79/4 Bellandur Village, Opp to Cloud Nine Hospital, Outer Ring Road, Bangalore 560 037.",Karnataka
1246,Bhimavaram,YESB0001246,"Ground Floor, 3-12-4/1 Juvvalapalem Road, Bhimavaram 534 236.",Andhra Pradesh
1247,Gudivada,YESB0001247,"First Floor, Door No.  11/137, Eluru Road, Gudivada 521301, Krishna District, Andhra Pradesh",Andhra Pradesh
1248,Tanuku,YESB0001248,"Part Ground floor, Door No -20-10-11, Achantavari street, Tanuku - 534 211",Andhra Pradesh
1249,Ponnur,YESB0001249,"Ground Floor, 15-1-58, GBC Road, Shanti Nagar, Ponnur 522 124, Guntur District, Andhra Pradesh State",Andhra Pradesh
1250,Eluru,YESB0001250,"Ground Floor, Door No. 23A-6-7/3, ward 27, Bendapudi variveedhi, R R Peta, Eluru 534 006, West Godavari District, Andhra Pradesh State",Andhra Pradesh
1251,Nalgonda,YESB0001251,"Part Ground Floor, Central Business Centre, Clock Tower, Nalgonda 508 001",Telangana
1252,Narasampet,YESB0001252,"Ground Floor, 2-2-93 and 2-2-94. Mallampally highway road, near Arvinda talkies, Narasampet 506 132.",Telangana
1253,Kodad,YESB0001253,"Part Ground Floor, S S Heights Complex, Miryalaguda Road, opp IOC Pump, Kodad 508 206",Telangana
1254,Miryalaguda,YESB0001254,"Ground Floor, 19-433 Reddy Colony, Miryalaguda 508 207, Nalgonda District, Telangana State",Telangana
1255,Berhampur,YESB0001255,"Ground floor, Plot No. 187/1124 Ramalingam Tank Road, Berhampur, Odisha - 760 001",Odisha
1256,Kondapur,YESB0001256,"Shop No.G1, Part Ground Floor, Swapna Vihar Building, Shilpa Hills, Khanamet, Kondapur, Hyderabad 500 084",Telangana
1257,Idapaddi,YESB0001257,"Ground Floor, 44 Nainampatti Road, Salem Main Road, Idappadi 637 101",Tamil Nadu
1258,Chanda Nagar,YESB0001258,"Ground Floor, Shop No.1-77, Chanda Nagar, NH 9, Hyderabad – 500050",Telangana
1259,Golf Course Extension Road,YESB0001259,"Ground Floor, R Block, Shop No-15, 16, M3M Urbana, Sec-67 Gurugram, Haryana-122101",Haryana
1260,Kakkanad,YESB0001260,"Ground Floor 297/4 ,Infopark Road,Kusumagiri P o,Kakkanad,Kochi 682030",Kerala
1261,Egmore,YESB0001261,"Ground Floor, Old No.15A/New No.66,Casa Major Road, Egmore, Chennai – 600008",Tamil Nadu
1262,Ranchi Main Road Branch,YESB0001262,"First Floor, Green Field Centrium, Main Road, Ranchi- 834 001, Jharkhand",Jharkhand
1263,Hisar,YESB0001263,"Yes Bank Ltd SCO 150-151 Sector C.U.E -I,Red Squire Market Ground Floor & Basement Hisar Haryana 125001",Haryana
1264,Sector 21 C,YESB0001264,"Basement, GF & FF, DSS No. 48, Sec 21 C, Faridabad, Haryana-121001",Haryana
1265,Shaikpet,YESB0001265,"Part Ground & Mez Floor, B-1-197/2/E/1 Main Road, Shaikpet, Hyderabad 500008",Telangana
1266,Bahraich,YESB0001266,"Upper Ground Floor, Gata No. 2558, House No. 481, Pani Tanki Choraha, Mohalla, Khatripura, Civil Lines, Bahraich, Uttar Pradesh - 271801",Uttar Pradesh
1267,Gangavathi,YESB0001267,"Gr. Floor, Plot No.1/1, RG Road, Gangavathi, District : Koppal, Karnataka, Pin : 583227",Karnataka
1268,Peddapalli,YESB0001268,"Ground Floor, H No.2-22A Rangampally - Pedappally  505 172",Telangana
1269,Sangareddy,YESB0001269,"Ground Floor, 12-97 MIG-60, Phase 2, Opp New Collectorate, Sangareddy 502 285",Telangana
1270,Pimpalgaon Baswant,YESB0001270,"Ground floor, Shop nos. 23 & 24, Bhandari Plaza, Survey No. 547/6 Plot No. 9. Mumbai Agra Highway, Pimpalgaon Baswant, Taluka - Niphad, Maharashtra - 422209",Maharashtra
1271,Naharlagun,YESB0001271,"Yes Bank (Digital Banking Branch),Part Ground Floor, No.14 Kori's Building, Opp. Canara Bank, A-Sector, Naharlagun, Arunachal Pradesh - 791110",Arunachal Pradesh
1272,Kopar Khairane,YESB0001272,"Ground floor, Shop Numbers 9 , 10 , & 11 , Shree Ravechi Apt, Sector 20 , Plot nos 14, Kopar Khairane , 400709",Maharashtra
1273,Gaur City Noida,YESB0001273,"Ground Floor, GC. -14 , Shop no-15,16,17 Avenue Gaur City Noida Extension , Sec-16 C, Greater Noida, Uttar Pradesh - 201009",Uttar Pradesh
1274,Vanasthalipuram,YESB0001274,"Ground floor, Plot no. 32, Prashanth Nagar, Vanasthalipuram, Hyderabad 500070",Telangana
1275,Barrackpore,YESB0001275,"4 S.N. Banerjee Road,Barrackpore; Kolkata-700120",West Bengal
1276,Kolshet,YESB0001276,"Ground floor, Dharmesh Arcade building, New Survey No. 104, Hissa No. 12/B/1 at Balkum, Kolshet Road, Thane - 400607",Maharashtra
1277,Begur,YESB0001277,"Ground floor, Ground Floor, No.69 DLF West End Road, Nyanappanahalli Village, Begur Hobli, Bengaluru 560076",Karnataka
1278,Aluva,YESB0001278,"Ground Floor, Palupallath Archade, Opp. Aluva Palace, Palace Road, Aluva – Ernakulam, Pin : 683 101",Kerala
1281,"Shyam Nagar, Jaipur",YESB0001281,"Ground Floor, Plot No. D-126, Shyam Nagar Ext., Block-D, New Sanganer Road, Jaipur, Rajasthan, Pin: 302019",Rajasthan
1282,"Saroli, Surat - Gujarat",YESB0001282,"Part Ground Floor, Phoenix, B/S Ganga Auto, Opp Bhakti Dham BRTS, Magob, Saroli Surat - 395010",Gujarat
1283,Bellary,YESB0001283,"Ground floor, MIG 3, KHB Colony, Parvathi Nagar, Bellary 583 103",Karnataka
1284,"Gotri, Vadodara - Gujarat",YESB0001284,"Shop No. 1, Lilleria 1038, Gotri - Sevasi Rd, New Alkapuri, Laxmipura, Vadodara, Gujarat 390021.",Gujarat
1285,Hanumangarh,YESB0001285,"Yes Bank Hanumangarh, shop no: 26,new grain market shree ganganagar road, laal chownk,Hanumangarh junction Rajasthan - 335512",Rajasthan
1286,"Bani Park, Jaipur, Rajasthan",YESB0001286,"Ground & Mezz. Floor, Shop no. E-8, Subhash Nagar shopping Centre, Bani Park, Jaipur, Rajasthan, Pin : 302 016",Rajasthan
1287,Model Town 3,YESB0001287,"Ground Floor, H-5, Model Town, New Delhi-110009",Delhi
1288,"Sec-45 Noida, Uttar Pradesh",YESB0001288,"Ground Floor, Shop Number-7B, Prateek Walk, Prateek Stylome, Plot No.-GH-04/B, Sector 45, Noida, Uttar Pradesh, Pin Code- 201303",Uttar Pradesh
1289,"Kankarbagh, Patna",YESB0001289,"Ground Floor , H-29, Doctor's Colony, Kankarbagh, Patna , Bihar, 800020.",Bihar
1290,Ravindrapuri Varanasi,YESB0001290,"Ground Floor, Plot No-77, Near Misri Restaurant, Ravindra Puri Road, Bhelupur, Varanasi, Uttar Pradesh-221010.",Uttar Pradesh
1291,"Langford Road, Bengaluru",YESB0001291,"Part Ground Floor, 01-02 City Mansion, 53&54 Langford Road, Bengaluru 560025",Karnataka
1295,Amin Marg,YESB0001295,"Part Ground Floor, Anmol Arcade building, Near Swami Narayan Temple, Amin Marg, Rajkot, Gujrat, Pin: 360 001",Gujarat
1296,"Camp, Pune",YESB0001296,"Ground Floor, Unit No. A -1, Radiant Akbar Plaza Condominium, Survey No. 390/621, M G Road, Camp, Pune, Maharashtra, Pin: 411001",Maharashtra
1297,Vidyaranyapura,YESB0001297,"Part Ground Floor, M.Nanjappa Arcade No.1218 M Nanjappa Main Road, Vidyaranyapura, Bengaluru 560 097.",Karnataka
1299,Raipur – Tagore Nagar,YESB0001299,"Yes Bank Ltd, Ground Floor, Pujari Complex Building, A Shop No. 3,4 & 7 Tagore Nagar, Pachpedi Naka, Raipur, Chhattisgarh 492001",Chhattisgarh
1303,Yn Road,YESB0001303,"Shop nos. UG 3 and UG 4, Gr. floor, N. M. Verge Building, Yashwant Niwas (YN) Road, Indore, Madhya Pradesh, Pin: 452 003",Madhya Pradesh
1304,"Kakadeo, Kanpur",YESB0001304,"Ground Floor, 117/L/469, Kakadeo, Pandu Nagar, Kanpur, Uttar Pradesh - 208 025",Uttar Pradesh
1305,"Yeshwanthpur, Bengaluru",YESB0001305,"Ground Floor, Paritosh, 10-1-44/1-2, APMC Yard Main Gate, Tumkur Road, Yeshwantpur, Bengaluru 560 022.",Karnataka
1306,Kokapet,YESB0001306,"Ground Floor, Plot no 5 Brindavan colony,  Gandipet, Kokapet post, Narsingi, Hyderabad 500075",Telangana
1307,Pathanamthitta - Kerala,YESB0001307,"Ground Floor, CGSM Building, College Road,Pathanamthitta-689645",Kerala
1308,"Madhyamgram, Kolkata",YESB0001308,"Ground & First Floor, Sodepur Road (East), Bijoy Nagar 2nd Gate, Madhyamgram, Kolkata 700129",West Bengal
1309,"Sec-90 Noida, Uttar Pradesh",YESB0001309,"Ground Floor, Shop Number- 16-17, Alphathum By Bhutani Group, Plot No. 1, Sector-90, Noida, Uttar Pradesh, Pin Code-201305",Uttar Pradesh
1310,"Sec-7 Gurgaon, Haryana",YESB0001310,"Ground Floor, Plot No-77 (Old), New No- 204/1/13, Opp. SBI Bank,Near Subhash Nagar, Old Railway Road, Sec-7 Gurgaon-122001",Haryana
1312,"Marol, Andheri - East",YESB0001312,"Ground floor, Shop No. 15, Mittal Industrial Estate Bldg. No. 2, Sanjay Mittal Industrial Premises Co-Operative Society Limited, Village Marol, Taluka Andheri (E), Marol Naka, Andheri Kurla Road, Mumbai, Pin: 400059",Maharashtra
1313,"Shrinath Puram, Kota",YESB0001313,"Ground Floor, 88-A, Shrinath Puram, Near Ahinsa Circle, Kota, Rajasthan, Pin: 324010",Rajasthan
1314,Fazilka,YESB0001314,"Yes Bank Limited,Ground Floor 2297,Bhatinda Road Near SBI Bank ,Fazilka ,Punjab-152123",Punjab
1315,"Sec-82, Aerocity",YESB0001315,"Gr. Floor & Basement, SCO 87, Sector 82 JLPL, Mohali, Punjab-140308",Punjab
1317,"Shivranjani, Ahmedabad - Gujarat",YESB0001317,"Shop No. 1, 2 & 3, Ground Floor, Satya Complex, Opp. IOC Petrol Pump, Shivranjani – Shyamal Road, Ahmedabad, Gujarat, Pin: 380015",Gujarat
1318,Sec-15 Chandigarh,YESB0001318,"Ground Floor & First Floor, SCO No. 10, Sector-15 C, Chandigarh – 160015",Chandigarh
1319,"Rohit Nagar, Bhopal,Mp",YESB0001319,"Ground Floor, Plot No 467 & 479, Rohit Nagar Phase – 1, Bawadiya Kala, Bhopal - 462026",Madhya Pradesh
1320,"Kasturi Nagar, Bengaluru",YESB0001320,"Ground Floor site no: 2M-27, East of NGEF Layour, Kasturi Nagar Bengaluru- 560043.",Karnataka
1321,Mata Rani Chowk,YESB0001321,"UGF, B-II  1598, Mata Rani Chowk, Ludhiana, Punjab-141001",Punjab
1322,"Madhurawada, Vizag",YESB0001322,"Ground Floor, L P No.23/1990 Midhilapuri Vuda Layout, Madhurawada Zone 2, Visakhapatnam 530 041",Andhra Pradesh
1323,"Vijay Nagar, Jabalpur",YESB0001323,"Ground Floor, Y.N. 05, JDA, Vikas Nagar , Plot No 229, Near SBI Square, Vijay Nagar, Jabalpur, Madhya Pradesh, Pin 482002",Madhya Pradesh
1327,"Gandhi Nagar, New Delhi",YESB0001327,"GF & FF, Property Number-21, Mahila Colony, Gandhi Nagar, Delhi, Pin Code-110031",Delhi
1328,"Birhana Road, Kanpur",YESB0001328,"Ground Floor, 26/72, Birhana Road, Navrang Theatre complex, Kanpur- Uttar Pradesh 208001",Uttar Pradesh
1329,"Kadapa, Andhra Pradesh",YESB0001329,"Ground Floor, Vasavee Plaza, D. No. 42/452-8-1, Apasara to RTC road, N.G.O. colony, Kadapa, Andhra Pradesh, Pin: 516002",Andhra Pradesh
1330,"Dhakoli, Zirakpur, Punjab",YESB0001330,"Ground Floor  SCO 36 Shri Balaji complex, Old Ambala Kalka road, Dhakoli, Zirakpur - 160104",Punjab
1331,"Annapurna Road, Indore",YESB0001331,"Ground Floor, 7, Sudama Nagar, Annapurna Main Road, Indore, Madhya Pradesh - 452009",Madhya Pradesh
1332,"Jetalpur Road, Vadodara",YESB0001332,"Shop No. 14 & 15, Ground Floor, Emerald One, Jetalpur Rd, Near Gujarat Kidney Hospital, Vadodara, Gujarat, Pin: 390007",Gujarat
1333,Anantapur,YESB0001333,"Ground Floor, BOYA SUNKANNA, 6-3-266-19, Ramnagar, Revenue ward 6, Anantapur - 515001.",Andhra Pradesh
1334,"Aliganj, Lucknow, Uttar Pradesh",YESB0001334,"Ground Floor, C-7, Sector-F, Kapoorthala, Aliganj, Lucknow, Uttar Pradesh, Pin : 226024",Uttar Pradesh
1335,"Chandkheda, Ahmedabad",YESB0001335,"Shop Nos. 1A, 1B & 2A, Central by Sangath IPL, Near AMC Lake, Chandkheda, Motera, Ahmedabad, Gujarat, Pin: 380005",Gujarat
1336,"Gulbarga, Karnataka",YESB0001336,"Part Ground Floor, 1-46,CTS No2036 to 2044,Timmapuri Circle, Court Road Kalaburagi Karnataka 585102",Karnataka
1337,"Nanded, Maharashtra",YESB0001337,"Ground Floor, Shop No. 2, Laxman Singhji Aracade, Santbaba Hajurasinghji Marg, Nanded, Maharashtra, Pin : 431 601",Maharashtra
1345,"Mahanadi Vihar, Cuttack",YESB0001345,"Ground Floor, Plot No 658, Mahanadi Vihar, Cuttack, Odisha 753004",Odisha
1346,"Ambattur, Chennai",YESB0001346,"Ground Floor, Velmurugan complex, New no:150, old no:15, Redhills road, Bharathi Nagar, Pudur, Ambattur, Chennai - 600053",Tamil Nadu
1347,"Vasundhara Ghaziabad, Uttar Pradesh",YESB0001347,"Ground Floor & First Floor Property No -143, Sector-10D, Vasundhara, Ghaziabad, Uttar Pradesh , Pin 201012",Uttar Pradesh
1348,"Bally, Howrah",YESB0001348,"Ground Floor, 430 G T Road, Bally, Howrah - 711201.",West Bengal
1349,"Jharpada, Bhubaneswar",YESB0001349,"Yes Bank Ltd. Ground Floor, Plot No 127 / 1868, Cuttack Puri Road, Laxmisagar, Unit 31, Pin - 751006",Odisha
1350,"Porur, Chennai",YESB0001350,"Ground Floor, No:68/137 Kundrathur main Road, Porur, Chennai - 600116",Tamil Nadu
1351,"Kanakapura Road, Bengaluru",YESB0001351,"Ground Floor, No 11, 80 Feet Road,4th H Block,Kanakapura Road, Raghuvanahalli, Bengaluru-560062.",Karnataka
1352,"Gandhipuram, Coimbatore",YESB0001352,"Ground Floor, No:353 Bharathiyar Road, Gandhipuram, Coimbatore - 641044",Tamil Nadu
1353,"Bhosari, Pune - Maharashtra",YESB0001353,"Ground Floor, Morya Transport terminus (MD Babar Business Centre), Plot No. BGP 109, MIDC, Pimpri Industrial area, Bhosari, Pune, Maharashtra, Pin: 411 026.",Maharashtra
1358,"Mango, Jamshedpur",YESB0001358,"Ground Floor, Dimna Road, Near Vatika Green City, Mango, Jamshedpur-831018",Jharkhand
1359,Madhavaram,YESB0001359,"Ground & Mezz Floor No:182/E, R.C.Mejesty, Madhavaram High Road, Madhavaram, Chennai - 600060",Tamil Nadu
1360,"Textile Market, Surat",YESB0001360,"Shop No. G-3 & G-8, Ground Floor, Galaxy Icon, Kamela Darwaja, Umarwada, Textile Market, Ring Road, Surat, Gujarat - 395 002.",Gujarat
1361,"Patrakarpuram, Gomti Nagar, Lucknow, Uttar Pradesh",YESB0001361,"Ground Floor, B 5/21, (Patrakarpuram), Vishal Khand, Gomti Nagar, Lucknow, Uttar Pradesh-226010",Uttar Pradesh
1362,"Nikol, Ahmedabad - Gujarat",YESB0001362,"Ground Floor, Shop No. 21 & 22, Sunrise Business Park, Nikol-Ring Road, Nikol, Ahmedabad, Gujarat 380038",Gujarat
1363,"Sri Ganganagar, Rajasthan",YESB0001363,"Ground Floor,Plot No.10,11&12,Basant Kunj,Near Shiv Chowk,Sri Ganganagar,Rajasthan-335001.",Rajasthan
1364,"Sec-61, Noida, Uttar Pradesh",YESB0001364,"GF &Mezannine, Property Number-238-239-240-241, Supertech Shop Prix Mall,Sector 61,Noida,UP-201307",Uttar Pradesh
1365,"Saket, Indore, Madhya Pradesh",YESB0001365,"Ground Floor, Lalwani House, E-34, Saket, Indore, Madhya Pradesh – 452001",Madhya Pradesh
1366,"Tirunelveli, Tamil Nadu",YESB0001366,"Ground Floor, No 26 Swami Nellaiappa High Road, Sri Puram, Tiruneveli - 627001",Tamil Nadu
1367,"Vadavalli, Tamil Nadu",YESB0001367,"Ground Floor, Sree Daksha's Saharsh 189/1A Ground floor 8-11 Maruthamalai Road, Thiruvalluvar Nagar Bus Stop, Vadavalli, Coimbatore - 641046",Tamil Nadu
1368,"Jaipuria Mall , Indirapuram",YESB0001368,"UGF ,Shop No. 132,132 A, 133 , 133A, 135, 138 jaipuria Sunrise Plaza, Ahinsa Khand-2,Indirapuram , Ghaziabad -201014",Uttar Pradesh
1369,"Sarangpur (Nr. New Cloth Market), Ahmedabad - Gujarat",YESB0001369,"Ground Floor, Shop No. 54, Ghantakarna Mall, Near New Cloth Market, Swami Vivekanand Road, Sarangpur, Ahmedabad, Gujarat – 380002",Gujarat
1370,"Bhandup - Lbs Marg - Mumbai, Maharashtra",YESB0001370,"Shop No 1 & 2, Ground Floor, Kalpataru Crest Aracade, LBS Marg, Bhandup West, Mumbai - 400078",Maharashtra
1372,A.S Rao Nagar,YESB0001372,"Ground Floor, Metasun Telecom Pvt. Ltd., 168-170, Mahesh Nagar, Kapra, ECIL, A.S Rao Nagar Hyderabad 500 062.",Telangana
1373,"Gopalpura Bye-Pass, Jaipur",YESB0001373,"Ground Floor, Plot No. 24, Dayal Nagar, Gopalpura Bye-Pass, Jaipur, Rajasthan – 302 015.",Rajasthan
1374,"Dcm, Jaipur, Rajasthan",YESB0001374,"Ground Floor, Plot No. 1, Gyan Vihar Colony, DCM, Ajmer Road, Jaipur, Rajasthan – 302 019",Rajasthan
1375,"Kazhakuttam, Thiruvananthapuram",YESB0001375,"Ground Floor,TC 98/3644(5),Sivadam Building,Attinkuzhy,NH Bypass Kazhakuttam, Kulathur P O,Thiruvananthapuram, Kerala - 695583",Kerala
1376,"Medical Square - Nagpur, Maharashtra",YESB0001376,"Ground floor, Plot No. 193, Dr. Agrawal Building, Medical Square, Nagpur – 440 009.",Maharashtra
1377,"Surat Diamond Bourse, Khajod – Surat",YESB0001377,"Unit No. 006 & 007, Tower F, Ground Floor, Surat Diamond Bourse, Khajod, Surat, Gujarat 395007",Gujarat
1378,"Football Chowk Jalandhar, Punjab",YESB0001378,"Part of Ground Floor, Hotel Cita Dines, 23 Vijay Nagar, Football Chowk Jalandhar, Punjab-144004",Punjab
1380,Industrial Area Phase-2 Chandigarh,YESB0001380,"Ground Floor, Plot Number 170, Industrial Area – Phase 2, Chandigarh -160002",Chandigarh
1381,Sec-86 Gurugram Haryana,YESB0001381,"Yes Bank Limited, Ground Floor ,Unit No -92,93,SS Omnia Plaza ,Sector 86 ,Gurgaon ,Haryana-122004",Haryana
1382,"Topsia, Kolkata",YESB0001382,"Part Ground Floor, Tirumala 22, No 22 East Topsia Road, Kolkata - 700046",West Bengal
1383,Akola - Maharashtra,YESB0001383,"Ground Floor, Plot no. 2 , Nehru Park , Sheet No.55 , Block No-7 , Gorakshan Road, Akola , Maharashtra – 444001.",Maharashtra
1384,"Vartak Nagar, Thane - Maharashtra",YESB0001384,"Shop No. 5, 6 & 7, Ground Floor, Laxmi Market, Pokhran Road No. 1, Vartak Nagar, Thane (W), Maharashtra – 400 606",Maharashtra
1385,"Fairlands, Salem",YESB0001385,"Ground Floor, RMR Fairlands, Park road Salem 636016",Tamil Nadu
1386,"Shobhagpura, Udaipur Rajasthan",YESB0001386,"Ground Floor, Plot No. 1, near Royal Inn Hotel, 100 Ft Road, New Bhopalpura, Shobhagpura, Udaipur Rajasthan- 313011",Rajasthan
1387,"Vijay Cross Road, Ahmedabad - Gujarat",YESB0001387,"Shop Nos. 8, The Link, Vijay Cross roads, Navrangpura, Ahmedabad , Gujarat - 380 009",Gujarat
1388,"Bhadohi, Uttar Pradesh",YESB0001388,"Ground Floor, Khasra No. 344, Station road, Jalalpur,Bhadohi, Uttar Pradesh, Pin : 221401.",Uttar Pradesh
1389,"Kompally, Hyderabad",YESB0001389,"Ground Floor, 155,1-56,1-57-44, Old bounderies,Survey no. -1, Pet Bashirabad,HT Road, Kompally, Hyderabad 500 014",Telangana
1390,"Ashiana Digha Road, Patna",YESB0001390,"Ground Floor, 26E/45, Ashiana Digha road, Patna  800014",Bihar
1391,"Shyam Bazar, Kolkata",YESB0001391,"Ground and First Floor, 179A  , Acharya Prafulla Chandra road, Shyam Bazar, Kolkata , 700004",West Bengal
1392,"Perungudi, Chennai",YESB0001392,"Ground Floor, Navin’s Shenoy Square, 4/318, OMR Service Road, Kottivakkam, Chennai 600041",Tamil Nadu
1393,"Jp Nagar, Mysore",YESB0001393,"Ground floor, Site No. 378, “Prakash Complex” J P Nagar, 1st Phase, C Block Layout, Mysore 570 008.”",Karnataka
1394,"Ichalkaranji, Maharashtra",YESB0001394,"Ground Floor, Patil Building, Near Shivaji Putala, Below Bandhan Bank, Kolhapur Road, Ichalkaranji, Maharashtra - 416 115",Maharashtra
1395,"Nayapalli, Bhubaneswar",YESB0001395,"Ground and Lower ground floor, N5/21, Nayapalli, IRC Village, Bhubaneshwar – 751015",Odisha
1396,"Agar Road Mandi, Ujjain",YESB0001396,"Ground Floor, G – 08, J. C. Heights, Agar Road, Ujjain, Madhya Pradesh – 456 001",Madhya Pradesh
1397,"Saligramam, Chennai",YESB0001397,"No 104, Ground Floor Flat 1A RSR Plazza Arcot Road Saligramam Chenni 600093",Tamil Nadu
1398,"Ayodhya Road, Lucknow",YESB0001398,"539K/84, Ground Floor, Shekhpur Kasaila, Faizabad Road, Khasra no. 96, Opposite Lekhraj, Lucknow, U.P.- 226016",Uttar Pradesh
1399,"Kaloor, Kochi",YESB0001399,"Global Arcade, Ground and Upper Floors, No 62-4835, Kaloor Kadavathara Road, Ernakulam, Kochi, Kerala 682017",Kerala
1400,"Naya Bazar,  Delhi",YESB0001400,"Part of Ground Floor, Plot no-4072 & 4075, Naya Bazar, Delhi-110006.",Delhi
1401,"Hoshangabad Road, Bhopal",YESB0001401,"Ground Floor, Double Height Showroom and Mezzanine Floor Shop No. 8C, Maple High Street Mall, Hoshangabad Road, Bhopal, Madhya Pradesh – 462 026.",Madhya Pradesh
1402,"Tilak Road, Pune, Maharashtra",YESB0001402,"Part Showroom No. 1, Upper Ground Floor, Nikhil Pride Apartment, Tilak Road, Pune, Maharashtra - 411 030",Maharashtra
1403,"Saraidhela, Dhanbad",YESB0001403,"Ground Floor,Orbit, Shop No 1 & 2, Main Road, Saraidhela, Dhanbad, 828127",Jharkhand
1406,"Murali Nagar, Visakhapatnam",YESB0001406,"Upper Ground floor , BVR Mansion, D. No. 39-3-23/5, Sector-3,48 Bus Route, Murali Nagar, Visakhapatnam 530037",Andhra Pradesh
1407,"Sec-58 Spectrum One, Gurugram Haryana",YESB0001407,"Ground Floor, Unit no-3 & 4, Tower-B, Spectrum One, Sec-58 Gurugram, Haryana-122001",Haryana
1408,Sut Girni Chowk - Chhatrapati Sambhaji Nagar (Aurangabad),YESB0001408,"Ground Floor, Shop No.13, Space Olympia, Sut Girni Chowk, Chhatrapati Sambhaji Nagar (Aurangabad), Maharashtra - 431005",Maharashtra
1409,"Anisabad, Patna",YESB0001409,"Ground floor, S-2, Ali Nagar colony, Anisabad, Phulwari, Patna  800 002",Bihar
1410,"Nashik Panchvati, Maharashtra",YESB0001410,"Shop No. 3, 4, 5, 6 and 7 Upper Ground Floor, Govind Bhuvan, Panchvati Karanja, Nashik, Maharashtra – 422003",Maharashtra
1411,"Kalina, Mumbai",YESB0001411,"Shop No. 1, Upper Ground Floor, Insignia, Kalina, Santacruz (East), Mumbai – 400098",Maharashtra
1412,Sec-27 Millenium Plaza,YESB0001412,"Ground Floor,Unit No -001, Tower B,Millenium Plaza Complex, Sector 27 , Gurgaon, Tehsil Waziarabad, Gurgaon 122009, Haryana",Haryana
1413,Sec-65 Gurugram Haryana,YESB0001413,"Ground Floor & Mezzanine, Shop no- R1G39, Block-1, 65th Avenue, Sec-65 Gurugram, Haryana-122102",Haryana
